Region,Date,Estimated Unemployment Rate (%),Estimated Labour Participation Rate (%),Area,Estimated Employed Rate (%),Year,Month_num,Month
Sikkim,2019-11-30,4.04,53.8,Urban,49.76,2019.0,11.0,November
Sikkim,2019-12-31,7.37,45.24,Urban,37.870000000000005,2019.0,12.0,December
Sikkim,2020-03-31,20.45,50.57,Urban,30.12,2020.0,3.0,March
Sikkim,2020-04-30,5.77,40.31,Urban,34.540000000000006,2020.0,4.0,April
Sikkim,2020-05-31,19.75,43.32,Urban,23.57,2020.0,5.0,May
Sikkim,2020-06-30,2.63,35.85,Urban,33.22,2020.0,6.0,June
Tamil Nadu,2019-05-31,0.89,37.31,Urban,36.42,2019.0,5.0,May
Tamil Nadu,2019-06-30,1.56,39.16,Urban,37.599999999999994,2019.0,6.0,June
Tamil Nadu,2019-07-31,3.18,38.89,Urban,35.71,2019.0,7.0,July
Tamil Nadu,2019-08-31,9.53,41.13,Urban,31.6,2019.0,8.0,August
Tamil Nadu,2019-09-30,1.86,37.76,Urban,35.9,2019.0,9.0,September
Tamil Nadu,2019-10-31,1.13,38.42,Urban,37.29,2019.0,10.0,October
Tamil Nadu,2019-11-30,2.65,37.38,Urban,34.730000000000004,2019.0,11.0,November
Tamil Nadu,2019-12-31,8.05,41.29,Urban,33.239999999999995,2019.0,12.0,December
Tamil Nadu,2020-01-31,2.05,37.64,Urban,35.59,2020.0,1.0,January
Tamil Nadu,2020-02-29,3.31,37.48,Urban,34.169999999999995,2020.0,2.0,February
Tamil Nadu,2020-03-31,6.46,36.17,Urban,29.71,2020.0,3.0,March
Tamil Nadu,2020-04-30,45.55,26.17,Urban,-19.379999999999995,2020.0,4.0,April
Tamil Nadu,2020-05-31,25.95,23.77,Urban,-2.1799999999999997,2020.0,5.0,May
Tamil Nadu,2020-06-30,24.93,31.6,Urban,6.670000000000002,2020.0,6.0,June
Telangana,2019-05-31,1.52,44.59,Urban,43.07,2019.0,5.0,May
Telangana,2019-06-30,1.43,45.43,Urban,44.0,2019.0,6.0,June
Telangana,2019-07-31,3.73,44.36,Urban,40.63,2019.0,7.0,July
Telangana,2019-08-31,4.19,45.39,Urban,41.2,2019.0,8.0,August
Telangana,2019-09-30,6.19,47.28,Urban,41.09,2019.0,9.0,September
Telangana,2019-10-31,6.74,44.51,Urban,37.769999999999996,2019.0,10.0,October
Telangana,2019-11-30,5.23,43.87,Urban,38.64,2019.0,11.0,November
Telangana,2019-12-31,4.22,43.13,Urban,38.910000000000004,2019.0,12.0,December
Telangana,2020-01-31,6.49,45.95,Urban,39.46,2020.0,1.0,January
Telangana,2020-02-29,6.74,45.78,Urban,39.04,2020.0,2.0,February
Telangana,2020-03-31,6.1,43.65,Urban,37.55,2020.0,3.0,March
Telangana,2020-04-30,10.5,29.05,Urban,18.55,2020.0,4.0,April
Telangana,2020-05-31,36.57,37.63,Urban,1.0600000000000023,2020.0,5.0,May
Telangana,2020-06-30,6.92,37.68,Urban,30.759999999999998,2020.0,6.0,June
Tripura,2019-05-31,34.69,69.5,Urban,34.81,2019.0,5.0,May
Tripura,2019-06-30,25.59,58.8,Urban,33.209999999999994,2019.0,6.0,June
Tripura,2019-07-31,25.81,59.1,Urban,33.290000000000006,2019.0,7.0,July
Tripura,2019-08-31,33.45,59.07,Urban,25.619999999999997,2019.0,8.0,August
Tripura,2019-09-30,33.57,66.9,Urban,33.330000000000005,2019.0,9.0,September
Tripura,2019-10-31,26.67,60.0,Urban,33.33,2019.0,10.0,October
Tripura,2019-11-30,27.15,62.14,Urban,34.99,2019.0,11.0,November
Tripura,2019-12-31,33.48,63.41,Urban,29.93,2019.0,12.0,December
Tripura,2020-01-31,34.37,72.26,Urban,37.89000000000001,2020.0,1.0,January
Tripura,2020-02-29,33.88,66.04,Urban,32.160000000000004,2020.0,2.0,February
Tripura,2020-03-31,25.69,63.56,Urban,37.870000000000005,2020.0,3.0,March
Tripura,2020-04-30,34.88,47.65,Urban,12.769999999999996,2020.0,4.0,April
Tripura,2020-05-31,16.78,48.31,Urban,31.53,2020.0,5.0,May
Tripura,2020-06-30,27.47,56.17,Urban,28.700000000000003,2020.0,6.0,June
Uttar Pradesh,2019-05-31,14.4,40.43,Urban,26.03,2019.0,5.0,May
Uttar Pradesh,2019-06-30,11.62,39.75,Urban,28.130000000000003,2019.0,6.0,June
Uttar Pradesh,2019-07-31,11.8,40.43,Urban,28.63,2019.0,7.0,July
Uttar Pradesh,2019-08-31,14.73,40.87,Urban,26.139999999999997,2019.0,8.0,August
Uttar Pradesh,2019-09-30,13.58,40.07,Urban,26.490000000000002,2019.0,9.0,September
Uttar Pradesh,2019-10-31,10.35,39.71,Urban,29.36,2019.0,10.0,October
Uttar Pradesh,2019-11-30,11.31,40.6,Urban,29.29,2019.0,11.0,November
Uttar Pradesh,2019-12-31,12.37,40.21,Urban,27.840000000000003,2019.0,12.0,December
Uttar Pradesh,2020-01-31,12.34,39.52,Urban,27.180000000000003,2020.0,1.0,January
Uttar Pradesh,2020-02-29,11.65,39.54,Urban,27.89,2020.0,2.0,February
Uttar Pradesh,2020-03-31,12.32,40.0,Urban,27.68,2020.0,3.0,March
Uttar Pradesh,2020-04-30,26.94,37.74,Urban,10.8,2020.0,4.0,April
Uttar Pradesh,2020-05-31,32.06,41.1,Urban,9.04,2020.0,5.0,May
Uttar Pradesh,2020-06-30,13.05,38.09,Urban,25.040000000000003,2020.0,6.0,June
Uttarakhand,2019-05-31,9.17,26.33,Urban,17.159999999999997,2019.0,5.0,May
Uttarakhand,2019-06-30,4.69,33.54,Urban,28.849999999999998,2019.0,6.0,June
Uttarakhand,2019-07-31,6.94,32.48,Urban,25.539999999999996,2019.0,7.0,July
Uttarakhand,2019-08-31,7.43,31.21,Urban,23.78,2019.0,8.0,August
Uttarakhand,2019-09-30,9.62,27.51,Urban,17.89,2019.0,9.0,September
Uttarakhand,2019-10-31,4.72,33.87,Urban,29.15,2019.0,10.0,October
Uttarakhand,2019-11-30,6.34,33.61,Urban,27.27,2019.0,11.0,November
Uttarakhand,2019-12-31,7.39,31.65,Urban,24.259999999999998,2019.0,12.0,December
Uttarakhand,2020-01-31,8.92,27.55,Urban,18.630000000000003,2020.0,1.0,January
Uttarakhand,2020-02-29,5.28,35.11,Urban,29.83,2020.0,2.0,February
Uttarakhand,2020-03-31,8.15,33.33,Urban,25.18,2020.0,3.0,March
Uttarakhand,2020-04-30,13.18,29.59,Urban,16.41,2020.0,4.0,April
Uttarakhand,2020-05-31,17.36,32.27,Urban,14.910000000000004,2020.0,5.0,May
Uttarakhand,2020-06-30,5.08,35.61,Urban,30.53,2020.0,6.0,June
West Bengal,2019-05-31,7.25,46.37,Urban,39.12,2019.0,5.0,May
West Bengal,2019-06-30,7.38,43.51,Urban,36.129999999999995,2019.0,6.0,June
West Bengal,2019-07-31,7.91,44.38,Urban,36.47,2019.0,7.0,July
West Bengal,2019-08-31,7.27,46.77,Urban,39.5,2019.0,8.0,August
West Bengal,2019-09-30,7.79,45.74,Urban,37.95,2019.0,9.0,September
West Bengal,2019-10-31,7.83,43.25,Urban,35.42,2019.0,10.0,October
West Bengal,2019-11-30,6.61,43.44,Urban,36.83,2019.0,11.0,November
West Bengal,2019-12-31,7.24,45.97,Urban,38.73,2019.0,12.0,December
West Bengal,2020-01-31,7.27,45.39,Urban,38.120000000000005,2020.0,1.0,January
West Bengal,2020-02-29,7.55,44.09,Urban,36.540000000000006,2020.0,2.0,February
West Bengal,2020-03-31,6.67,43.34,Urban,36.67,2020.0,3.0,March
West Bengal,2020-04-30,15.63,41.2,Urban,25.57,2020.0,4.0,April
West Bengal,2020-05-31,15.22,40.67,Urban,25.450000000000003,2020.0,5.0,May
West Bengal,2020-06-30,9.86,37.57,Urban,27.71,2020.0,6.0,June
