Region,Date,Estimated Unemployment Rate (%),Estimated Labour Participation Rate (%),Area,Estimated Employed Rate (%),Year,Month_num,Month
Uttar Pradesh,2019-10-31,10.18,39.07,Rural,28.89,2019.0,10.0,October
Uttar Pradesh,2019-11-30,6.94,38.01,Rural,31.069999999999997,2019.0,11.0,November
Uttar Pradesh,2019-12-31,8.43,39.77,Rural,31.340000000000003,2019.0,12.0,December
Uttar Pradesh,2020-01-31,6.06,39.67,Rural,33.61,2020.0,1.0,January
Uttar Pradesh,2020-02-29,8.12,39.13,Rural,31.010000000000005,2020.0,2.0,February
Uttar Pradesh,2020-03-31,9.37,38.53,Rural,29.160000000000004,2020.0,3.0,March
Uttar Pradesh,2020-04-30,19.92,40.37,Rural,20.449999999999996,2020.0,4.0,April
Uttar Pradesh,2020-05-31,16.89,37.52,Rural,20.630000000000003,2020.0,5.0,May
Uttar Pradesh,2020-06-30,8.51,36.89,Rural,28.380000000000003,2020.0,6.0,June
Uttarakhand,2019-05-31,1.63,37.47,Rural,35.839999999999996,2019.0,5.0,May
Uttarakhand,2019-06-30,4.65,37.01,Rural,32.36,2019.0,6.0,June
Uttarakhand,2019-07-31,5.74,36.97,Rural,31.229999999999997,2019.0,7.0,July
Uttarakhand,2019-08-31,6.11,35.39,Rural,29.28,2019.0,8.0,August
Uttarakhand,2019-09-30,3.47,38.79,Rural,35.32,2019.0,9.0,September
Uttarakhand,2019-10-31,4.83,36.9,Rural,32.07,2019.0,10.0,October
Uttarakhand,2019-11-30,5.56,36.73,Rural,31.169999999999998,2019.0,11.0,November
Uttarakhand,2019-12-31,4.52,35.19,Rural,30.669999999999998,2019.0,12.0,December
Uttarakhand,2020-01-31,4.17,35.69,Rural,31.519999999999996,2020.0,1.0,January
Uttarakhand,2020-02-29,4.85,37.16,Rural,32.309999999999995,2020.0,2.0,February
Uttarakhand,2020-04-30,3.66,35.04,Rural,31.38,2020.0,4.0,April
Uttarakhand,2020-05-31,3.57,33.94,Rural,30.369999999999997,2020.0,5.0,May
Uttarakhand,2020-06-30,10.71,32.0,Rural,21.29,2020.0,6.0,June
West Bengal,2019-05-31,6.02,46.41,Rural,40.39,2019.0,5.0,May
West Bengal,2019-06-30,5.85,50.36,Rural,44.51,2019.0,6.0,June
West Bengal,2019-07-31,5.62,48.78,Rural,43.160000000000004,2019.0,7.0,July
West Bengal,2019-08-31,5.58,48.79,Rural,43.21,2019.0,8.0,August
West Bengal,2019-09-30,5.26,49.87,Rural,44.61,2019.0,9.0,September
West Bengal,2019-10-31,6.78,48.09,Rural,41.31,2019.0,10.0,October
West Bengal,2019-11-30,5.83,50.0,Rural,44.17,2019.0,11.0,November
West Bengal,2019-12-31,5.79,48.47,Rural,42.68,2019.0,12.0,December
West Bengal,2020-01-31,6.79,48.3,Rural,41.51,2020.0,1.0,January
West Bengal,2020-02-29,3.78,49.51,Rural,45.73,2020.0,2.0,February
West Bengal,2020-03-31,7.02,49.18,Rural,42.16,2020.0,3.0,March
West Bengal,2020-04-30,18.32,39.27,Rural,20.950000000000003,2020.0,4.0,April
West Bengal,2020-05-31,18.43,42.53,Rural,24.1,2020.0,5.0,May
West Bengal,2020-06-30,4.94,40.44,Rural,35.5,2020.0,6.0,June
Andhra Pradesh,2019-05-31,6.09,37.45,Urban,31.360000000000003,2019.0,5.0,May
Andhra Pradesh,2019-06-30,3.8,36.76,Urban,32.96,2019.0,6.0,June
Andhra Pradesh,2019-07-31,5.64,36.1,Urban,30.46,2019.0,7.0,July
Andhra Pradesh,2019-08-31,4.61,36.29,Urban,31.68,2019.0,8.0,August
Andhra Pradesh,2019-09-30,6.01,36.69,Urban,30.68,2019.0,9.0,September
Andhra Pradesh,2019-10-31,4.7,36.41,Urban,31.709999999999997,2019.0,10.0,October
Andhra Pradesh,2019-11-30,7.54,36.62,Urban,29.08,2019.0,11.0,November
Andhra Pradesh,2019-12-31,7.88,38.61,Urban,30.73,2019.0,12.0,December
Andhra Pradesh,2020-01-31,7.11,35.91,Urban,28.799999999999997,2020.0,1.0,January
Andhra Pradesh,2020-02-29,5.66,36.84,Urban,31.180000000000003,2020.0,2.0,February
Andhra Pradesh,2020-03-31,9.88,36.08,Urban,26.199999999999996,2020.0,3.0,March
Andhra Pradesh,2020-04-30,32.3,26.97,Urban,-5.329999999999998,2020.0,4.0,April
Andhra Pradesh,2020-05-31,24.91,32.69,Urban,7.779999999999998,2020.0,5.0,May
Andhra Pradesh,2020-06-30,5.86,37.61,Urban,31.75,2020.0,6.0,June
Assam,2019-05-31,7.87,44.92,Urban,37.050000000000004,2019.0,5.0,May
Assam,2019-06-30,9.89,45.17,Urban,35.28,2019.0,6.0,June
Assam,2019-07-31,3.21,44.32,Urban,41.11,2019.0,7.0,July
Assam,2019-08-31,10.39,43.81,Urban,33.42,2019.0,8.0,August
Assam,2019-09-30,9.26,42.66,Urban,33.4,2019.0,9.0,September
Assam,2019-10-31,11.17,44.01,Urban,32.839999999999996,2019.0,10.0,October
Assam,2019-11-30,6.31,44.59,Urban,38.28,2019.0,11.0,November
Assam,2019-12-31,5.02,44.26,Urban,39.239999999999995,2019.0,12.0,December
Assam,2020-01-31,7.24,42.82,Urban,35.58,2020.0,1.0,January
Assam,2020-02-29,9.98,43.9,Urban,33.92,2020.0,2.0,February
Assam,2020-03-31,10.34,45.03,Urban,34.69,2020.0,3.0,March
Assam,2020-04-30,8.37,38.45,Urban,30.080000000000005,2020.0,4.0,April
Assam,2020-05-31,10.77,39.04,Urban,28.27,2020.0,5.0,May
Assam,2020-06-30,3.42,38.73,Urban,35.309999999999995,2020.0,6.0,June
Bihar,2019-05-31,19.9,39.8,Urban,19.9,2019.0,5.0,May
Bihar,2019-06-30,13.29,39.35,Urban,26.060000000000002,2019.0,6.0,June
Bihar,2019-07-31,16.41,38.36,Urban,21.95,2019.0,7.0,July
Bihar,2019-08-31,17.66,38.03,Urban,20.37,2019.0,8.0,August
Bihar,2019-09-30,20.46,39.25,Urban,18.79,2019.0,9.0,September
Bihar,2019-10-31,14.06,38.45,Urban,24.39,2019.0,10.0,October
Bihar,2019-11-30,17.62,38.86,Urban,21.24,2019.0,11.0,November
Bihar,2019-12-31,14.91,36.29,Urban,21.38,2019.0,12.0,December
Bihar,2020-01-31,20.69,38.99,Urban,18.3,2020.0,1.0,January
Bihar,2020-02-29,15.11,37.87,Urban,22.759999999999998,2020.0,2.0,February
Bihar,2020-03-31,15.73,37.29,Urban,21.56,2020.0,3.0,March
Bihar,2020-04-30,58.77,34.94,Urban,-23.830000000000005,2020.0,4.0,April
Bihar,2020-05-31,37.87,36.45,Urban,-1.4199999999999946,2020.0,5.0,May
Bihar,2020-06-30,12.45,36.54,Urban,24.09,2020.0,6.0,June
Chandigarh,2019-05-31,18.35,44.89,Urban,26.54,2019.0,5.0,May
Chandigarh,2019-06-30,12.4,40.44,Urban,28.04,2019.0,6.0,June
Chandigarh,2019-07-31,21.8,39.47,Urban,17.669999999999998,2019.0,7.0,July
Chandigarh,2019-08-31,9.52,37.95,Urban,28.430000000000003,2019.0,8.0,August
Chandigarh,2019-09-30,20.14,42.77,Urban,22.630000000000003,2019.0,9.0,September
Chandigarh,2019-10-31,13.99,40.06,Urban,26.07,2019.0,10.0,October
Chandigarh,2019-11-30,22.05,38.6,Urban,16.55,2019.0,11.0,November
Chandigarh,2019-12-31,8.33,35.19,Urban,26.86,2019.0,12.0,December
Chandigarh,2020-01-31,20.0,42.94,Urban,22.939999999999998,2020.0,1.0,January
Chandigarh,2020-02-29,16.67,39.25,Urban,22.58,2020.0,2.0,February
Chandigarh,2020-03-31,21.43,36.68,Urban,15.25,2020.0,3.0,March
Chandigarh,2020-06-30,7.22,33.8,Urban,26.58,2020.0,6.0,June
Chhattisgarh,2019-05-31,9.77,45.61,Urban,35.84,2019.0,5.0,May
Chhattisgarh,2019-06-30,11.77,45.88,Urban,34.11,2019.0,6.0,June
Chhattisgarh,2019-07-31,8.17,45.85,Urban,37.68,2019.0,7.0,July
Chhattisgarh,2019-08-31,6.29,46.91,Urban,40.62,2019.0,8.0,August
Chhattisgarh,2019-09-30,9.46,46.8,Urban,37.339999999999996,2019.0,9.0,September
Chhattisgarh,2019-10-31,10.27,46.82,Urban,36.55,2019.0,10.0,October
Chhattisgarh,2019-11-30,8.32,46.59,Urban,38.27,2019.0,11.0,November
Chhattisgarh,2019-12-31,3.57,45.59,Urban,42.02,2019.0,12.0,December
Chhattisgarh,2020-01-31,9.01,46.21,Urban,37.2,2020.0,1.0,January
Chhattisgarh,2020-02-29,9.79,47.14,Urban,37.35,2020.0,2.0,February
Chhattisgarh,2020-03-31,8.21,47.39,Urban,39.18,2020.0,3.0,March
Chhattisgarh,2020-04-30,20.13,24.06,Urban,3.9299999999999997,2020.0,4.0,April
Chhattisgarh,2020-05-31,24.1,30.24,Urban,6.139999999999997,2020.0,5.0,May
Chhattisgarh,2020-06-30,27.07,39.41,Urban,12.339999999999996,2020.0,6.0,June
Delhi,2019-05-31,12.31,44.17,Urban,31.86,2019.0,5.0,May
Delhi,2019-06-30,12.76,42.71,Urban,29.950000000000003,2019.0,6.0,June
Delhi,2019-07-31,14.68,42.34,Urban,27.660000000000004,2019.0,7.0,July
Delhi,2019-08-31,13.52,42.9,Urban,29.38,2019.0,8.0,August
Delhi,2019-09-30,20.59,47.36,Urban,26.77,2019.0,9.0,September
Delhi,2019-10-31,12.41,45.78,Urban,33.370000000000005,2019.0,10.0,October
Delhi,2019-11-30,16.11,43.02,Urban,26.910000000000004,2019.0,11.0,November
Delhi,2019-12-31,11.07,42.56,Urban,31.490000000000002,2019.0,12.0,December
Delhi,2020-01-31,22.45,48.09,Urban,25.640000000000004,2020.0,1.0,January
Delhi,2020-02-29,14.86,44.18,Urban,29.32,2020.0,2.0,February
Delhi,2020-03-31,17.09,42.82,Urban,25.73,2020.0,3.0,March
Delhi,2020-04-30,16.51,23.59,Urban,7.079999999999998,2020.0,4.0,April
Delhi,2020-05-31,45.78,28.28,Urban,-17.5,2020.0,5.0,May
Delhi,2020-06-30,18.11,34.32,Urban,16.21,2020.0,6.0,June
Goa,2019-05-31,2.75,34.17,Urban,31.42,2019.0,5.0,May
Goa,2019-06-30,13.33,43.96,Urban,30.630000000000003,2019.0,6.0,June
Goa,2019-07-31,12.28,40.0,Urban,27.72,2019.0,7.0,July
Goa,2019-08-31,4.9,31.97,Urban,27.07,2019.0,8.0,August
Goa,2019-09-30,3.16,39.92,Urban,36.760000000000005,2019.0,9.0,September
Goa,2019-10-31,12.31,41.27,Urban,28.96,2019.0,10.0,October
Goa,2019-11-30,25.2,45.22,Urban,20.02,2019.0,11.0,November
Goa,2019-12-31,16.22,42.77,Urban,26.550000000000004,2019.0,12.0,December
Goa,2020-01-31,10.92,35.95,Urban,25.03,2020.0,1.0,January
Goa,2020-02-29,4.31,39.73,Urban,35.419999999999995,2020.0,2.0,February
Goa,2020-03-31,4.76,36.05,Urban,31.29,2020.0,3.0,March
Goa,2020-04-30,11.76,44.74,Urban,32.980000000000004,2020.0,4.0,April
Gujarat,2019-05-31,4.09,41.67,Urban,37.58,2019.0,5.0,May
Gujarat,2019-06-30,6.31,44.57,Urban,38.26,2019.0,6.0,June
Gujarat,2019-07-31,5.15,42.54,Urban,37.39,2019.0,7.0,July
Gujarat,2019-08-31,4.2,43.72,Urban,39.519999999999996,2019.0,8.0,August
Gujarat,2019-09-30,5.96,41.75,Urban,35.79,2019.0,9.0,September
Gujarat,2019-10-31,5.45,45.14,Urban,39.69,2019.0,10.0,October
Gujarat,2019-11-30,7.53,43.5,Urban,35.97,2019.0,11.0,November
Gujarat,2019-12-31,5.71,43.75,Urban,38.04,2019.0,12.0,December
Gujarat,2020-01-31,5.82,42.19,Urban,36.37,2020.0,1.0,January
Gujarat,2020-02-29,6.04,46.31,Urban,40.27,2020.0,2.0,February
Gujarat,2020-03-31,5.39,42.9,Urban,37.51,2020.0,3.0,March
Gujarat,2020-04-30,25.94,36.33,Urban,10.389999999999997,2020.0,4.0,April
Gujarat,2020-05-31,11.62,27.52,Urban,15.9,2020.0,5.0,May
Gujarat,2020-06-30,4.54,44.26,Urban,39.72,2020.0,6.0,June
Haryana,2019-05-31,24.67,43.18,Urban,18.509999999999998,2019.0,5.0,May
Haryana,2019-06-30,20.42,43.06,Urban,22.64,2019.0,6.0,June
Haryana,2019-07-31,25.45,38.77,Urban,13.320000000000004,2019.0,7.0,July
Haryana,2019-08-31,24.19,39.87,Urban,15.679999999999996,2019.0,8.0,August
Haryana,2019-09-30,26.84,43.7,Urban,16.860000000000003,2019.0,9.0,September
Haryana,2019-10-31,21.04,42.58,Urban,21.54,2019.0,10.0,October
Haryana,2019-11-30,27.06,39.18,Urban,12.120000000000001,2019.0,11.0,November
Haryana,2019-12-31,23.65,39.57,Urban,15.920000000000002,2019.0,12.0,December
Haryana,2020-01-31,27.24,42.75,Urban,15.510000000000002,2020.0,1.0,January
Haryana,2020-02-29,23.29,42.32,Urban,19.03,2020.0,2.0,February
Haryana,2020-03-31,27.14,36.73,Urban,9.589999999999996,2020.0,3.0,March
Haryana,2020-04-30,46.89,35.48,Urban,-11.410000000000004,2020.0,4.0,April
Haryana,2020-05-31,38.46,38.27,Urban,-0.18999999999999773,2020.0,5.0,May
Haryana,2020-06-30,29.41,38.09,Urban,8.680000000000003,2020.0,6.0,June
Himachal Pradesh,2019-05-31,10.88,45.27,Urban,34.39,2019.0,5.0,May
Himachal Pradesh,2019-06-30,21.43,49.58,Urban,28.15,2019.0,6.0,June
Himachal Pradesh,2019-07-31,21.51,49.22,Urban,27.709999999999997,2019.0,7.0,July
Himachal Pradesh,2019-08-31,24.48,51.17,Urban,26.69,2019.0,8.0,August
Himachal Pradesh,2019-09-30,12.0,45.87,Urban,33.87,2019.0,9.0,September
Himachal Pradesh,2019-10-31,23.77,49.69,Urban,25.919999999999998,2019.0,10.0,October
Himachal Pradesh,2019-11-30,27.27,52.17,Urban,24.900000000000002,2019.0,11.0,November
Himachal Pradesh,2019-12-31,25.32,52.55,Urban,27.229999999999997,2019.0,12.0,December
Himachal Pradesh,2020-01-31,18.15,48.92,Urban,30.770000000000003,2020.0,1.0,January
Himachal Pradesh,2020-02-29,27.31,50.82,Urban,23.51,2020.0,2.0,February
Himachal Pradesh,2020-03-31,26.44,48.74,Urban,22.3,2020.0,3.0,March
Himachal Pradesh,2020-04-30,2.7,24.42,Urban,21.720000000000002,2020.0,4.0,April
Himachal Pradesh,2020-05-31,50.0,43.55,Urban,-6.450000000000003,2020.0,5.0,May
Himachal Pradesh,2020-06-30,10.81,40.66,Urban,29.849999999999994,2020.0,6.0,June
Jammu & Kashmir,2019-05-31,23.04,46.74,Urban,23.700000000000003,2019.0,5.0,May
Jammu & Kashmir,2019-06-30,19.88,45.17,Urban,25.290000000000003,2019.0,6.0,June
Jammu & Kashmir,2019-07-31,21.55,47.8,Urban,26.249999999999996,2019.0,7.0,July
Jammu & Kashmir,2019-10-31,24.06,42.63,Urban,18.570000000000004,2019.0,10.0,October
Jammu & Kashmir,2019-11-30,14.29,44.92,Urban,30.630000000000003,2019.0,11.0,November
Jammu & Kashmir,2019-12-31,7.02,40.71,Urban,33.69,2019.0,12.0,December
Jammu & Kashmir,2020-01-31,18.54,41.4,Urban,22.86,2020.0,1.0,January
Jammu & Kashmir,2020-02-29,19.86,41.23,Urban,21.369999999999997,2020.0,2.0,February
Jammu & Kashmir,2020-03-31,14.29,36.21,Urban,21.92,2020.0,3.0,March
Jammu & Kashmir,2020-05-31,12.96,33.33,Urban,20.369999999999997,2020.0,5.0,May
Jharkhand,2019-05-31,17.23,43.25,Urban,26.02,2019.0,5.0,May
Jharkhand,2019-06-30,20.51,43.51,Urban,22.999999999999996,2019.0,6.0,June
Jharkhand,2019-07-31,15.67,42.82,Urban,27.15,2019.0,7.0,July
Jharkhand,2019-08-31,20.25,43.35,Urban,23.1,2019.0,8.0,August
Jharkhand,2019-09-30,21.16,44.18,Urban,23.02,2019.0,9.0,September
Jharkhand,2019-10-31,19.05,44.82,Urban,25.77,2019.0,10.0,October
Jharkhand,2019-11-30,17.34,43.17,Urban,25.830000000000002,2019.0,11.0,November
Jharkhand,2019-12-31,22.01,43.14,Urban,21.13,2019.0,12.0,December
Jharkhand,2020-01-31,22.96,44.33,Urban,21.369999999999997,2020.0,1.0,January
Jharkhand,2020-02-29,19.67,45.42,Urban,25.75,2020.0,2.0,February
Jharkhand,2020-03-31,16.4,43.34,Urban,26.940000000000005,2020.0,3.0,March
Jharkhand,2020-04-30,61.48,39.92,Urban,-21.559999999999995,2020.0,4.0,April
Jharkhand,2020-05-31,70.17,40.49,Urban,-29.68,2020.0,5.0,May
Jharkhand,2020-06-30,19.38,40.43,Urban,21.05,2020.0,6.0,June
Karnataka,2019-05-31,6.56,40.62,Urban,34.059999999999995,2019.0,5.0,May
Karnataka,2019-06-30,5.0,40.89,Urban,35.89,2019.0,6.0,June
Karnataka,2019-07-31,2.29,39.09,Urban,36.800000000000004,2019.0,7.0,July
Karnataka,2019-08-31,1.27,38.04,Urban,36.769999999999996,2019.0,8.0,August
Karnataka,2019-09-30,3.57,39.0,Urban,35.43,2019.0,9.0,September
Karnataka,2019-10-31,3.87,39.7,Urban,35.830000000000005,2019.0,10.0,October
Karnataka,2019-11-30,3.44,38.6,Urban,35.160000000000004,2019.0,11.0,November
Karnataka,2019-12-31,1.56,37.66,Urban,36.099999999999994,2019.0,12.0,December
Karnataka,2020-01-31,3.31,38.94,Urban,35.629999999999995,2020.0,1.0,January
Karnataka,2020-02-29,2.88,39.45,Urban,36.57,2020.0,2.0,February
Karnataka,2020-03-31,4.92,41.55,Urban,36.629999999999995,2020.0,3.0,March
Karnataka,2020-04-30,25.12,42.14,Urban,17.02,2020.0,4.0,April
Karnataka,2020-05-31,15.88,43.9,Urban,28.019999999999996,2020.0,5.0,May
Karnataka,2020-06-30,6.12,39.93,Urban,33.81,2020.0,6.0,June
Kerala,2019-05-31,6.11,36.65,Urban,30.54,2019.0,5.0,May
Kerala,2019-06-30,6.67,37.42,Urban,30.75,2019.0,6.0,June
Kerala,2019-07-31,7.58,33.13,Urban,25.550000000000004,2019.0,7.0,July
Kerala,2019-08-31,7.69,35.91,Urban,28.219999999999995,2019.0,8.0,August
Kerala,2019-09-30,5.52,36.57,Urban,31.05,2019.0,9.0,September
Kerala,2019-10-31,5.35,36.49,Urban,31.14,2019.0,10.0,October
Kerala,2019-11-30,6.71,32.36,Urban,25.65,2019.0,11.0,November
Kerala,2019-12-31,7.31,35.56,Urban,28.250000000000004,2019.0,12.0,December
Kerala,2020-01-31,6.65,36.53,Urban,29.880000000000003,2020.0,1.0,January
Kerala,2020-02-29,6.08,36.48,Urban,30.4,2020.0,2.0,February
Kerala,2020-03-31,9.14,33.24,Urban,24.1,2020.0,3.0,March
Kerala,2020-04-30,21.43,20.51,Urban,-0.9199999999999982,2020.0,4.0,April
Kerala,2020-05-31,30.28,29.95,Urban,-0.33000000000000185,2020.0,5.0,May
Kerala,2020-06-30,12.17,38.68,Urban,26.509999999999998,2020.0,6.0,June
Madhya Pradesh,2019-05-31,3.91,38.96,Urban,35.05,2019.0,5.0,May
Madhya Pradesh,2019-06-30,6.38,38.8,Urban,32.419999999999995,2019.0,6.0,June
Madhya Pradesh,2019-07-31,7.38,37.67,Urban,30.290000000000003,2019.0,7.0,July
Madhya Pradesh,2019-08-31,6.82,40.6,Urban,33.78,2019.0,8.0,August
Madhya Pradesh,2019-09-30,7.0,39.67,Urban,32.67,2019.0,9.0,September
Madhya Pradesh,2019-10-31,4.4,38.2,Urban,33.800000000000004,2019.0,10.0,October
Madhya Pradesh,2019-11-30,6.06,37.94,Urban,31.88,2019.0,11.0,November
Madhya Pradesh,2019-12-31,6.2,39.83,Urban,33.629999999999995,2019.0,12.0,December
Madhya Pradesh,2020-01-31,5.17,39.59,Urban,34.42,2020.0,1.0,January
Madhya Pradesh,2020-02-29,4.96,37.68,Urban,32.72,2020.0,2.0,February
Madhya Pradesh,2020-03-31,4.8,36.68,Urban,31.88,2020.0,3.0,March
Madhya Pradesh,2020-04-30,11.94,29.76,Urban,17.82,2020.0,4.0,April
Madhya Pradesh,2020-05-31,40.49,35.49,Urban,-5.0,2020.0,5.0,May
Madhya Pradesh,2020-06-30,12.72,38.72,Urban,26.0,2020.0,6.0,June
Maharashtra,2019-05-31,6.08,38.3,Urban,32.22,2019.0,5.0,May
Maharashtra,2019-06-30,6.46,39.3,Urban,32.839999999999996,2019.0,6.0,June
Maharashtra,2019-07-31,6.35,38.81,Urban,32.46,2019.0,7.0,July
Maharashtra,2019-08-31,7.57,37.84,Urban,30.270000000000003,2019.0,8.0,August
Maharashtra,2019-09-30,7.6,39.58,Urban,31.979999999999997,2019.0,9.0,September
Maharashtra,2019-10-31,7.51,39.05,Urban,31.54,2019.0,10.0,October
Maharashtra,2019-11-30,7.6,39.61,Urban,32.01,2019.0,11.0,November
Maharashtra,2019-12-31,7.83,37.57,Urban,29.740000000000002,2019.0,12.0,December
Maharashtra,2020-01-31,6.67,37.32,Urban,30.65,2020.0,1.0,January
Maharashtra,2020-02-29,5.34,37.61,Urban,32.269999999999996,2020.0,2.0,February
Maharashtra,2020-03-31,6.34,37.8,Urban,31.459999999999997,2020.0,3.0,March
Maharashtra,2020-04-30,14.99,30.86,Urban,15.87,2020.0,4.0,April
Maharashtra,2020-05-31,15.92,30.38,Urban,14.459999999999999,2020.0,5.0,May
Maharashtra,2020-06-30,10.01,37.04,Urban,27.03,2020.0,6.0,June
Meghalaya,2019-05-31,8.4,47.79,Urban,39.39,2019.0,5.0,May
Meghalaya,2019-06-30,8.66,48.29,Urban,39.629999999999995,2019.0,6.0,June
Meghalaya,2019-07-31,4.43,56.55,Urban,52.12,2019.0,7.0,July
Meghalaya,2019-08-31,5.8,52.27,Urban,46.470000000000006,2019.0,8.0,August
Meghalaya,2019-09-30,5.3,50.77,Urban,45.470000000000006,2019.0,9.0,September
Meghalaya,2019-10-31,7.2,47.71,Urban,40.51,2019.0,10.0,October
Meghalaya,2019-11-30,3.02,57.02,Urban,54.0,2019.0,11.0,November
Meghalaya,2019-12-31,5.21,53.04,Urban,47.83,2019.0,12.0,December
Meghalaya,2020-01-31,4.76,51.53,Urban,46.77,2020.0,1.0,January
Meghalaya,2020-02-29,7.37,47.26,Urban,39.89,2020.0,2.0,February
Meghalaya,2020-03-31,2.8,55.64,Urban,52.84,2020.0,3.0,March
Meghalaya,2020-04-30,17.39,36.51,Urban,19.119999999999997,2020.0,4.0,April
Meghalaya,2020-05-31,14.58,48.48,Urban,33.9,2020.0,5.0,May
Odisha,2019-05-31,2.95,41.26,Urban,38.309999999999995,2019.0,5.0,May
Odisha,2019-06-30,2.63,38.39,Urban,35.76,2019.0,6.0,June
Odisha,2019-07-31,1.78,40.99,Urban,39.21,2019.0,7.0,July
Odisha,2019-08-31,3.5,40.25,Urban,36.75,2019.0,8.0,August
Odisha,2019-09-30,3.78,42.15,Urban,38.37,2019.0,9.0,September
Odisha,2019-10-31,4.5,40.51,Urban,36.01,2019.0,10.0,October
Odisha,2019-11-30,2.23,41.71,Urban,39.480000000000004,2019.0,11.0,November
Odisha,2019-12-31,3.36,38.46,Urban,35.1,2019.0,12.0,December
Odisha,2020-01-31,2.28,41.05,Urban,38.769999999999996,2020.0,1.0,January
Odisha,2020-02-29,2.19,38.97,Urban,36.78,2020.0,2.0,February
Odisha,2020-03-31,3.96,39.93,Urban,35.97,2020.0,3.0,March
Odisha,2020-04-30,20.5,25.53,Urban,5.030000000000001,2020.0,4.0,April
Odisha,2020-05-31,10.0,34.12,Urban,24.119999999999997,2020.0,5.0,May
Odisha,2020-06-30,2.18,35.24,Urban,33.06,2020.0,6.0,June
Puducherry,2019-05-31,1.25,35.71,Urban,34.46,2019.0,5.0,May
Puducherry,2019-06-30,0.0,37.73,Urban,37.73,2019.0,6.0,June
Puducherry,2019-07-31,0.0,34.77,Urban,34.77,2019.0,7.0,July
Puducherry,2019-08-31,8.95,42.41,Urban,33.459999999999994,2019.0,8.0,August
Puducherry,2019-09-30,1.22,35.73,Urban,34.51,2019.0,9.0,September
Puducherry,2019-10-31,1.17,38.86,Urban,37.69,2019.0,10.0,October
Puducherry,2019-11-30,1.37,34.19,Urban,32.82,2019.0,11.0,November
Puducherry,2019-12-31,5.21,40.42,Urban,35.21,2019.0,12.0,December
Puducherry,2020-01-31,0.57,34.59,Urban,34.02,2020.0,1.0,January
Puducherry,2020-02-29,1.78,38.5,Urban,36.72,2020.0,2.0,February
Puducherry,2020-03-31,0.62,34.12,Urban,33.5,2020.0,3.0,March
Puducherry,2020-04-30,76.74,35.54,Urban,-41.199999999999996,2020.0,4.0,April
Puducherry,2020-05-31,75.0,31.25,Urban,-43.75,2020.0,5.0,May
Puducherry,2020-06-30,4.55,29.73,Urban,25.18,2020.0,6.0,June
Punjab,2019-05-31,13.49,40.03,Urban,26.54,2019.0,5.0,May
Punjab,2019-06-30,13.17,40.02,Urban,26.85,2019.0,6.0,June
Punjab,2019-07-31,11.61,42.62,Urban,31.009999999999998,2019.0,7.0,July
Punjab,2019-08-31,11.99,41.61,Urban,29.619999999999997,2019.0,8.0,August
Punjab,2019-09-30,15.69,39.97,Urban,24.28,2019.0,9.0,September
Punjab,2019-10-31,13.75,37.1,Urban,23.35,2019.0,10.0,October
Punjab,2019-11-30,10.39,41.82,Urban,31.43,2019.0,11.0,November
Punjab,2019-12-31,11.97,42.17,Urban,30.200000000000003,2019.0,12.0,December
Punjab,2020-01-31,13.68,39.04,Urban,25.36,2020.0,1.0,January
Punjab,2020-02-29,11.99,37.82,Urban,25.83,2020.0,2.0,February
Punjab,2020-03-31,9.97,41.29,Urban,31.32,2020.0,3.0,March
Punjab,2020-04-30,1.13,23.95,Urban,22.82,2020.0,4.0,April
Punjab,2020-05-31,20.54,34.71,Urban,14.170000000000002,2020.0,5.0,May
Punjab,2020-06-30,10.55,34.96,Urban,24.41,2020.0,6.0,June
Rajasthan,2019-05-31,13.62,39.44,Urban,25.82,2019.0,5.0,May
Rajasthan,2019-06-30,14.36,40.73,Urban,26.369999999999997,2019.0,6.0,June
Rajasthan,2019-07-31,11.67,40.38,Urban,28.71,2019.0,7.0,July
Rajasthan,2019-08-31,14.71,40.34,Urban,25.630000000000003,2019.0,8.0,August
Rajasthan,2019-09-30,12.63,39.15,Urban,26.519999999999996,2019.0,9.0,September
Rajasthan,2019-10-31,13.02,40.8,Urban,27.779999999999998,2019.0,10.0,October
Rajasthan,2019-11-30,14.3,40.73,Urban,26.429999999999996,2019.0,11.0,November
Rajasthan,2019-12-31,18.04,40.9,Urban,22.86,2019.0,12.0,December
Rajasthan,2020-01-31,18.82,41.59,Urban,22.770000000000003,2020.0,1.0,January
Rajasthan,2020-02-29,17.02,41.62,Urban,24.599999999999998,2020.0,2.0,February
Rajasthan,2020-03-31,18.54,39.71,Urban,21.17,2020.0,3.0,March
Rajasthan,2020-04-30,35.53,29.57,Urban,-5.960000000000001,2020.0,4.0,April
Rajasthan,2020-05-31,25.35,36.71,Urban,11.36,2020.0,5.0,May
Rajasthan,2020-06-30,13.04,39.26,Urban,26.22,2020.0,6.0,June
Sikkim,2019-05-31,8.2,48.61,Urban,40.41,2019.0,5.0,May
Sikkim,2019-06-30,7.76,48.13,Urban,40.370000000000005,2019.0,6.0,June
Sikkim,2019-07-31,2.56,54.67,Urban,52.11,2019.0,7.0,July
Sikkim,2019-08-31,4.82,46.63,Urban,41.81,2019.0,8.0,August
Sikkim,2019-09-30,4.81,45.61,Urban,40.8,2019.0,9.0,September
Sikkim,2019-10-31,9.68,46.97,Urban,37.29,2019.0,10.0,October
